global_baby_boom_desc;Улучшение условий жизни в нашей стране ведет к общенациональному бэби-буму.;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
political_education;Идеологическое образование;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
political_education_desc;Образование в нашей стране является идеологической обработки и серьезно меняется каждый раз, когда меняется наш лидер. Таким образом, обеспечивается всеобщее государственное образование, и алфавитизация является приоритетом, но за счет свободного мышления.;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
cult_of_personality;Культ личности;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
cult_of_personality_desc;Культ личности возникает, когда человек использует средства массовой информации, пропаганду или другие методы, чтобы создать идеализированный, героический, а порой и культовый образ, часто с помощью беспрекословной лести и похвалы.;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
totalitarian_system;Тоталитаризм;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
totalitarian_system_desc;Тоталитаризм - это политическая система, в которой государство имеет полную власть над обществом и стремится контролировать все аспекты общественной и частной жизни.;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
the_terror;Террор;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;
the_terror_desc;Чтобы победить наших врагов, пришла пора нарастить в стране милитаризм. Большинство населения это и есть опора нашей страны. На остальных нам наплевать. Они должны быть уничтожены.;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;;;;
silver_age;Серебряный век;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
silver_age_desc;Наш самый превосходный лидер проведет нас через трудные времена к лучшему будущему.;;;;;;;;;;;;;;;;;;;;;;;;x,,,,;;;;;;;;;;;;;;;;
chinese_foreign_training;Зарубежное обучение в Китае;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
chinese_foreign_weapons;Западное оружие в Китае;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
chinese_foreign_officers;Иностранные офицеры в Китае;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
chinese_foreign_artillery;Западная артиллерия в Китае;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
pandemic_influenza_immunity;Далеко от эпидемии;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
pandemic_influenza_immunity_desc;Эпидемия гриппа разрушает нашу страну, но это небольшое изолированное сообщество невосприимчиво к ней, благодаря своему удаленному расположению.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
population_resettlement;Переселение населения;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
population_resettlement_desc;Наша нация работает над национальной интеграцией региона путем переселения наших граждан.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
trade_city;Торговый город;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
trade_city_desc;Расположенный в этой провинции важный региональный центр торговли пользуется большим экономическим процветанием.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
peacetime_mobilization;Мобилизация в мирное время;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
peacetime_mobilization_desc;Призывников набирают, а наших бедных обучают и готовят к бою, но войны нет. Эта нестабильность в повседневной жизни страны вызывает у наших людей усталость, а у соседей - настороженность.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tribute_received;Дань получена;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tribute_received_desc;Один из наших вассалов отдал нам должное.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tribute_paid;Дань уплачена;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
tribute_paid_desc;Мы должны делиться частью наших доходов с нашим повелителем, и, как ни крути, мы от этого беднеем.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
islamic_law_triggered;Мусульманское право;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
islamic_law_triggered_desc;Мусульманское право сейчас является основным правовым кодексом нашего общества. В нем рассматриваются несколько тем, в том числе: преступность, политика и экономика, а также личные вопросы, такие как половые отношения, гигиена, диета, молитва, повседневный этикет и пост.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
deportation_underway;Депортация;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
deportation_underway_desc;"Людей разных национальностей ""поощряют"" выехать из этой страны.";;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
treaty_port;Договорный порт;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
treaty_port_desc;Этот порт был передан иностранной администрации, и он является центром китайской торговли для остального мира.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
drained_marsh;Осушенное болото;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
drained_marsh_desc;Это болото было осушено, и в результате оно стало более обитаемым.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
backed_down_on_promise;Отказ от обещаний;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
backed_down_on_promise_desc;Наше правительство нарушило одно или несколько важных обещаний для нашего населения.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
highlander_raids;Рейды горцев;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
highlander_raids_desc;Горские рейдеры грабят наши провинции.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
jewish_farms;Еврейские земли;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
jewish_farms_desc;Евреи, иммигрировавшие в Израиль, приобрели земли, которые были в основном полузасушливы, а где-то и вовсе уничтожены в результате обезлесения, эрозии почвы и отсутствия заботы. Они приступили к расчистке каменистых полей, строительству террас, осушению болот, восстановлению лесов, противодействию эрозии почвы и промыванию соленых земель. Со времени обретения независимости общая площадь обрабатываемых земель увеличилась с 408 000 акров (1 650 км2) до 1 070 000 акров (4 300 км2), а число сельскохозяйственных общин увеличилось с 400 до 725. Производство сельскохозяйственной продукции увеличилось в 16 раз, что в три раза больше, чем рост населения.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
monument_under_construction;В процессе строительства;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
monument_under_construction_desc;Мы строим великий проект, чтобы отпраздновать величие нашей нации.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
recently_built_city;Недавно построенный город;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
recently_built_city_desc;Столица этой провинции была недавно построена правительством, в результате чего многие рабочие переехали в регион, чтобы построить город с современной инфраструктурой.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
law_changed_by_force;Изменение закона;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
law_changed_by_force_desc;Мы оказали давление на верхнюю палату, чтобы провести срочную реформу.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
social_reformed_nation;Государство полного благосостояния;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
social_reformed_nation_desc;Социальные реформы в нашей стране соответствуют всем социалистическим требованиям, и некоторые ученые называют нас государством всеобщего благосостояния.;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
wahhabism_in_nejd;Ваххабизм;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
wahhabism_in_nejd_desc;«Основная идея» обучения ваххабизму заключалась в том, что люди, которые называли себя мусульманами, но поддерживали любые реформы Ислама после первых трех поколений последователей пророка Мухаммеда, не просто вводили в заблуждение или совершали грех, но были «вне рамок ислама», как и мусульмане, которые не соглашались с его определением. Это включало не только слабых, неграмотных, кочевых бедуинов, но и шиитов, суфиев и османов.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
russian_army;Русская армия;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
russian_army_desc;Русская армия может быть крупнейшей сухопутной силой в Европе, но она плохо снабжена и организована.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
landlocked_nation;Не имеющая выхода к морю нация;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
landlocked_nation_desc;У нашей нации нет выхода к морю, что значительно увеличивает стоимость импорта.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
fundamentalist_sympathies;Исламские фундаменталисты;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
fundamentalist_sympathies_desc;Исламские фундаменталисты агитируют людей в этой провинции.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
new_constitution;Новая Конституция;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
new_constitution_desc;В нашей стране была принята новая Конституция, гарантирующая права граждан и право голоса. Благодаря ей революционное пламя угасает.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
rise_of_a_nation;Возвышение нации;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
rise_of_a_nation_desc;Наша гордая нация свободна, и наша культура снова расцветает.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
sounds_dues_toll;Зундская пошлина;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
sounds_dues_toll_desc;Зундская пошлина - это плата за проход через пролив Эресунн, которая составляла до двух третей государственного дохода Дании в 16 и 17 веках. Сборы были введены королем Поморья Эриком в 1429 году.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MODIFIER_DEBT_DEFAULT_TO;Банкротство перед ;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
generalised_debt_default;Общее банкротство ;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
MODIFIER_GENERALISED_DEBT_DEFAULT;Общее банкротство ;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
hunger_riots;Продовольственные бунты;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
desc_hunger_riots;Провинция, в которой бедные находятся в тяжелом положении, в которой отсутствуют эффективные полицейские силы и меньше средств на борьбу с преступностью, приводит к тому, что демонстрации выходят из-под контроля и перерастают в беспорядки.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
preparations_to_kill;Лагеря смерти;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
preparations_to_kill_desc;Мы решаем проблему меньшинств в нашей стране. Меньшинства распределяются в лагеря смерти, где ждут своей судьбы. Или уже дождались.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
withdrew_from_geneva_convention;Выход из Женевской конвенции;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
withdrew_from_geneva_convention_desc;Наша страна вышла из Женевской конвенции.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
small_but_efficient;Мал, да удал;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
small_but_efficient_desc;Наша страна может быть маленькой, но это означает только то, что мы можем управлять ею лучше.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
mass_graves;Массовые смерти;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
mass_graves_desc;В этой провинции произошла вспышка насилия, в результате которой погибло много людей.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
own_kiel_canal;Кильский канал;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
own_kiel_canal_desc;Мы владеем Кильским каналом, связывающим Балтийское море и Северное море без необходимости плавать вокруг Дании, , и мы получаем дивиденды и престиж за его владение.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
own_suez_canal;Суэцкий канал;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
own_suez_canal_desc;Мы владеем Суэцким каналом, связывающим Средиземное море и Красное море без необходимости плавать вокруг Африки, и мы получаем дивиденды и престиж за его владение.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
own_panama_canal;Панамский канал;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
own_panama_canal_desc;Мы владеем Панамским каналом, огромным инженерным достижением, связывающим Тихий и Атлантический океаны, и мы получаем дивиденды и престиж за его владение.;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;;
rebuilding_city;Перестройка;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
rebuilding_city_desc;Наш город перестраивается.;;;;;;;;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;;;;
slave_growth;Демография рабов;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
slave_growth_desc;Население рабов изменилось в нашей стране.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
assegai;Импи;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
assegai_desc;Военные инновации, такие как ассегай, возрастная полковая система и тактика окружения, помогли сделать Зулу одной из самых могущественных наций в южной и юго-восточной Африке.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
will_influence_elections;Следим за выборами;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
will_influence_elections_desc;Мы следим за выборами этого года.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
let_the_chips_fall;Не следим за выборами;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
let_the_chips_fall_desc;Мы не участвуем в выборах этого года.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
the_big_army;Большая армия;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
the_big_army_desc;Генерал Уркиса собирает огромную армию из уругвайских добровольцев и всей страны, чтобы победить Росаса.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
small_immigration_boom;Иммиграционный бум;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
small_immigration_boom_desc;Наша нация процветает, и поэтому все больше людей стекаются в наши города каждый день.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
the_big_ben;Биг Бэн;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
the_big_ben_desc;Башня с часами получила свое прозвище от одноименного колокола. Биг Бэн контролирует жизнь и работу в Лондоне, оттикивая с высочайшей точностью начало и окончание рабочего дня.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
bigben_construction;Реконструкция Вестминстерского дворца;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
bigben_construction_desc;Вестминстерский дворец реконструируется, а вместе с ним и огромная башня с часами.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
eiffel_tower_construction;Строится Эйфелева башня;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
eiffel_tower_construction_desc;Наша великая нация посвящает свои ресурсы и рабочих на строительство великолепной башни.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
suez_canal_construction;Строится Суэцкий канал;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
suez_canal_construction_desc;Наша нация выделяет свои ресурсы на строительство великого канала.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
kiel_canal_construction;Строится Кильский канал;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
kiel_canal_construction_desc;Наша нация выделяет свои ресурсы на строительство великого канала.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
panama_canal_construction;Строится Панамский канал;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
panama_canal_construction_desc;Наша нация выделяет свои ресурсы на строительство великого канала.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
kinda_bad_badboy;Международные санкции;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
kinda_bad_badboy_desc;Мы были объявлены угрозой глобальной безопасности и международному балансу сил. Санкции были применены к нашей стране и гражданам, и нас предупредили, что великие державы ухудшат эти санкции, если мы продолжим нашу агрессию.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
solano_lopez_industrialization;Индустриализация Солано Лопес;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
solano_lopez_industrialization_desc;После своего прихода к власти Карлос Солано Лопес начал агрессивную программу индустриализации и милитаризации нашей страны, которая включала субсидии для промышленности, минимальные расходы на вооруженные силы и сильный акцент на производительность.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
bad_badboy;Международная изоляция;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
bad_badboy_desc;У нашей великой нации появилось много врагов, и теперь большинство стран мира видят в нас международную угрозу. Они объединили усилия, чтобы изолировать нас.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,, ;;;;;;;;;;;;;;;;;;;;;;;;;;;
north_coalition;Великая армия;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
north_coalition_desc;Генерал Уркиса из Энтре-Риоса собирает огромную армию против Росаса, и некоторые из наших провинций обязались поддержать его.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
organic_statute;Органический статут царства Польского;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
organic_statute_desc;Органический статут царства Польского был конституцией, введенной после подавления польского восстания 1830–31 годов вместо Конституции 1815 года. Он был обнародован в Санкт-Петербурге царем Николаем I 14 февраля 1832 года. Хотя Органический стату и расформировал Сейм и польскую армию, он сохранил такие автономные институты, как наместничество, Государственный совет и Административный совет наместника.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
francia_utopia;Утопия де Франсия;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
francia_utopia_desc;Доктор де Франсия, пожизненный диктатор Парагвая, вдохновленный французскими революционными идеалами, стремился создать утопическое государство на основе общественного договора Руссо. Хотя он и стремился к равенству людей, де Франсия безжалостно уничтожал любую оппозицию и создал полицейское государство, заключив в тюрьму всех, кого он считал мятежниками. Будучи изоляционистом, он управлял страной почти без влияния извне.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
colorado_sympathies;Колорадская агитация;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
colorado_sympathies_desc;Этот регион находится под влиянием фракции Колорадо, и это может вызвать проблемы.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
blanco_sympathies;Агитация Бланко;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
blanco_sympathies_desc;Этот регион находится под влиянием фракции Бланко, и это может вызвать проблемы.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
rivera_reforms;Вмешательство Риверы;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
rivera_reforms_desc;Фруктуозо Ривера вошел в Монтевидео победоносно и принял диктаторские полномочия, в то время как он призывал к выборам. ;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
prussia_disagrees;Пруссия поддерживает Венский договор;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
russia_disagrees;Россия поддерживает Венский договор;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
krakow_uprising;Возрождение крылатых гусаров;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
polish_spirit;Польские настроения;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;
polish_spirit_desc;С успешной революцией в Кракове поляки повсюду снова требуют независимой и единой Польши.;;;;;;;;;;X,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
official_nationality;Теория официальной народности;;;;;;;;;;x,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
official_nationality_desc;"""Православие, Самодержавие и Народность"", также известные как теория официальной народности, были доминирующей идеологической доктриной российского императора Николая I. Царь в настоящее время пытается русифицировать нашу страну, значительно разрушая ее организацию, но побуждая польский народ на восстание!";;;;;;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
orthodoxy_autocracy_nationality;Православие, Самодержавие и Народность!;;;;;;;;;;;;;;;x,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;
orthodoxy_autocracy_nationality_desc; Политика официальной народности вступила в силу, и она ускоряет ассимиляцию других культур ценой некоторых волнений.;;;;;;;;;;;x,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communists_ruling;Долой капиталистов!;;;;;;;;;;;;;;X,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;
communists_ruling_desc;Наш народ сейчас возглавляет пролетариат, капиталистам здесь не место!;;;;;;;;;;;;X,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
soviet_agitation;Царское самодержавие;;;;;;;;;;;;X,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
soviet_agitation_desc;Тяжелые войны, технологическая отсталость России, царское самодержавие и репрессии истощают наш народ и наши ресурсы. Увидим ли мы когда-нибудь конец царского самодержавия?;;;;;;;;;;X,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
white_desorganisation;Дезорганизация в командовании;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,;;;;;;;;;;;;;;;;
white_desorganisation_desc;Белой армии в русский гражданской войне удалось достичь успехов в войне против Советов, но дезорганизация в ее командовании сильно помешала их усилиям!;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
install_communist_gov_sov;Установить коммунизм;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
install_communist_gov_sov_desc;Установить коммунистическое правительство.;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
install_communist_gov_sov_setup;Установить коммунистическое правительство. Если это будет достигнуто, страна автоматически добавится в нашу сферу и станет нашим вассалом.;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
install_communist_gov_sov_short;Установить коммунизм;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
human_research_modifier;Ускоренные исследования;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
canadian_confederation;Канадская Конфедерация;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
canadian_confederation_short;Канада будет конфедерацией!;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
canadian_confederation_setup;Массивные провинции Доминиона Канады просят независимости. Движение, возглавляемое сэром Джоном А. Макдональдом, может в итоге обеспечить Британской империи стойкого и децентрализованного союзника в Северной Америке.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
canadian_confederation_desc;Массивные провинции Доминиона Канады просят независимости. Движение, возглавляемое сэром Джоном А. Макдональдом, может в итоге обеспечить Британской империи стойкого и децентрализованного союзника в Северной Америке.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
canadian_confederation_title;Канадская Конфедерация;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
australian_independence;Австралийская Конфедерация;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
australian_independence_short;Австралия объединилась в шесть отдельных штатов и получила независимость.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
australian_independence_setup;Австралийское движение за независимость наконец достигло апогея, и пришло время, когда Британская империя наконец позволит Австралии двигаться вперед в новый мир демократии.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
australian_independence_desc;Австралийское движение за независимость наконец достигло апогея, и пришло время, когда Британская империя наконец позволит Австралии двигаться вперед в новый мир демократии.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
australian_independence_title;Конституция Австралии;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
